model,variable,CEDS9,em,harm_status
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Harmonized-DB,Industrial Sector,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Unharmonized,Industrial Sector,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Harmonized,Industrial Sector,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Harmonized-DB,Industrial Sector,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Unharmonized,Industrial Sector,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Harmonized,Industrial Sector,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Harmonized-DB,Industrial Sector,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Unharmonized,Industrial Sector,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Harmonized,Industrial Sector,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Harmonized-DB,Industrial Sector,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Unharmonized,Industrial Sector,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Harmonized,Industrial Sector,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Harmonized-DB,Industrial Sector,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Unharmonized,Industrial Sector,VOC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|International Shipping|Harmonized,International Shipping,BC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|International Shipping|Harmonized-DB,International Shipping,BC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|International Shipping|Unharmonized,International Shipping,BC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|International Shipping|Harmonized,International Shipping,CH4,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|International Shipping|Harmonized-DB,International Shipping,CH4,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|International Shipping|Unharmonized,International Shipping,CH4,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|International Shipping|Harmonized,International Shipping,CO,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|International Shipping|Harmonized-DB,International Shipping,CO,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|International Shipping|Unharmonized,International Shipping,CO,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Harmonized,International Shipping,CO2,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Harmonized-DB,International Shipping,CO2,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Unharmonized,International Shipping,CO2,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Harmonized,International Shipping,NH3,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Harmonized-DB,International Shipping,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Unharmonized,International Shipping,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized,International Shipping,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized-DB,International Shipping,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Unharmonized,International Shipping,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|International Shipping|Harmonized,International Shipping,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|International Shipping|Harmonized-DB,International Shipping,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|International Shipping|Unharmonized,International Shipping,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Harmonized,International Shipping,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Harmonized-DB,International Shipping,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Unharmonized,International Shipping,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Harmonized,International Shipping,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Harmonized-DB,International Shipping,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Unharmonized,International Shipping,VOC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Peat Burning|Harmonized-DB,Peat Burning,BC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Peat Burning|Harmonized-DB,Peat Burning,CH4,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Harmonized-DB,Peat Burning,CO,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Harmonized-DB,Peat Burning,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Harmonized-DB,Peat Burning,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Harmonized-DB,Peat Burning,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Harmonized-DB,Peat Burning,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Harmonized-DB,Peat Burning,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Residential Commercial Other|Harmonized,Residential Commercial Other,BC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,BC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Residential Commercial Other|Unharmonized,Residential Commercial Other,BC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Residential Commercial Other|Harmonized,Residential Commercial Other,CH4,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,CH4,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Residential Commercial Other|Unharmonized,Residential Commercial Other,CH4,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Harmonized,Residential Commercial Other,CO,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,CO,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Unharmonized,Residential Commercial Other,CO,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Harmonized,Residential Commercial Other,CO2,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,CO2,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Unharmonized,Residential Commercial Other,CO2,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Harmonized,Residential Commercial Other,NH3,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Unharmonized,Residential Commercial Other,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Harmonized,Residential Commercial Other,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Unharmonized,Residential Commercial Other,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Harmonized,Residential Commercial Other,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Unharmonized,Residential Commercial Other,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Harmonized,Residential Commercial Other,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Unharmonized,Residential Commercial Other,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Harmonized,Residential Commercial Other,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Unharmonized,Residential Commercial Other,VOC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Solvents Production and Application|Harmonized,Solvents Production and Application,BC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Solvents Production and Application|Unharmonized,Solvents Production and Application,BC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Solvents Production and Application|Harmonized,Solvents Production and Application,CH4,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Solvents Production and Application|Unharmonized,Solvents Production and Application,CH4,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Harmonized,Solvents Production and Application,CO,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Unharmonized,Solvents Production and Application,CO,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Harmonized,Solvents Production and Application,CO2,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Harmonized-DB,Solvents Production and Application,CO2,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Unharmonized,Solvents Production and Application,CO2,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Harmonized,Solvents Production and Application,NH3,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Unharmonized,Solvents Production and Application,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Harmonized,Solvents Production and Application,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Unharmonized,Solvents Production and Application,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Harmonized,Solvents Production and Application,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Unharmonized,Solvents Production and Application,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Harmonized,Solvents Production and Application,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Unharmonized,Solvents Production and Application,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Harmonized,Solvents Production and Application,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Harmonized-DB,Solvents Production and Application,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Unharmonized,Solvents Production and Application,VOC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Transportation Sector|Harmonized,Transportation Sector,BC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Transportation Sector|Harmonized-DB,Transportation Sector,BC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Transportation Sector|Unharmonized,Transportation Sector,BC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Transportation Sector|Harmonized,Transportation Sector,CH4,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Transportation Sector|Harmonized-DB,Transportation Sector,CH4,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Transportation Sector|Unharmonized,Transportation Sector,CH4,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Harmonized,Transportation Sector,CO,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Harmonized-DB,Transportation Sector,CO,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Unharmonized,Transportation Sector,CO,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Harmonized,Transportation Sector,CO2,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Harmonized-DB,Transportation Sector,CO2,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Unharmonized,Transportation Sector,CO2,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Harmonized,Transportation Sector,NH3,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Harmonized-DB,Transportation Sector,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Unharmonized,Transportation Sector,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Harmonized,Transportation Sector,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Harmonized-DB,Transportation Sector,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Unharmonized,Transportation Sector,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Harmonized,Transportation Sector,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Harmonized-DB,Transportation Sector,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Unharmonized,Transportation Sector,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Harmonized,Transportation Sector,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Harmonized-DB,Transportation Sector,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Unharmonized,Transportation Sector,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Harmonized,Transportation Sector,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Harmonized-DB,Transportation Sector,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Unharmonized,Transportation Sector,VOC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Waste|Harmonized,Waste,BC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Waste|Harmonized-DB,Waste,BC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Waste|Unharmonized,Waste,BC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Waste|Harmonized,Waste,CH4,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Waste|Harmonized-DB,Waste,CH4,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Waste|Unharmonized,Waste,CH4,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Waste|Harmonized,Waste,CO,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Waste|Harmonized-DB,Waste,CO,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Waste|Unharmonized,Waste,CO,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Waste|Harmonized,Waste,CO2,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Waste|Harmonized-DB,Waste,CO2,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Waste|Unharmonized,Waste,CO2,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Waste|Harmonized,Waste,NH3,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Waste|Harmonized-DB,Waste,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Waste|Unharmonized,Waste,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized,Waste,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized-DB,Waste,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Waste|Unharmonized,Waste,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Waste|Harmonized,Waste,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Waste|Harmonized-DB,Waste,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Waste|Unharmonized,Waste,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Harmonized,Waste,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Harmonized-DB,Waste,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Unharmonized,Waste,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Waste|Harmonized,Waste,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Waste|Harmonized-DB,Waste,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Waste|Unharmonized,Waste,VOC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Harmonized,,BC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Harmonized-DB,,BC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|BC|Unharmonized,,BC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Harmonized,,CH4,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Harmonized-DB,,CH4,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CH4|Unharmonized,,CH4,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Harmonized,,CO,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Harmonized-DB,,CO,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO|Unharmonized,,CO,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Harmonized,,CO2,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Harmonized-DB,,CO2,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|CO2|Unharmonized,,CO2,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Harmonized,,NH3,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Harmonized-DB,,NH3,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NH3|Unharmonized,,NH3,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Harmonized,,NOx,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Harmonized-DB,,NOx,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|NOx|Unharmonized,,NOx,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Harmonized,,OC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Harmonized-DB,,OC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|OC|Unharmonized,,OC,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Harmonized,,Sulfur,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Harmonized-DB,,Sulfur,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|Sulfur|Unharmonized,,Sulfur,Unharmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Harmonized,,VOC,Harmonized
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Harmonized-DB,,VOC,Harmonized-DB
REMIND-MAGPIE,CEDS+|9+ Sectors|Emissions|VOC|Unharmonized,,VOC,Unharmonized
